time,Qin,Qout,S
2017-07-09,0.05,0.314,10754000.0
2017-07-10,0.173,0.313,10732000.0
2017-07-11,0.126,0.31,10705000.0
2017-07-12,0.144,0.312,10679000.0
2017-07-13,0.155,0.31,10653000.0
2017-07-14,0.099,0.312,10625000.0
2017-07-15,0.087,0.31,10588000.0
2017-07-16,0.087,0.31,10557000.0
2017-07-17,0.0818,0.31,10525000.0
2017-07-18,0.0685,0.31,10492000.0
2017-07-19,0.064,0.31,10458000.0
2017-07-20,0.141,0.311,10429000.0
2017-07-21,0.0937,0.314,10397000.0
2017-07-22,0.071,0.315,10364000.0
2017-07-23,0.064,0.31,10329000.0
2017-07-24,0.115,0.311,10303000.0
2017-07-25,0.212,0.314,10289000.0
2017-07-26,0.613,0.313,10298000.0
2017-07-27,0.261,0.31,10287000.0
2017-07-28,0.19,0.31,10263000.0
2017-07-29,0.15,0.316,10237000.0
2017-07-30,0.121,0.312,10210000.0
2017-07-31,0.105,0.326,10181000.0
2017-08-01,0.173,0.323,10157000.0
2017-08-02,0.159,0.311,10134000.0
2017-08-03,0.123,0.311,10110000.0
2017-08-04,0.106,0.314,10081000.0
2017-08-05,0.102,0.31,10052000.0
2017-08-06,0.097,0.31,10024000.0
2017-08-07,0.0848,0.31,9993000.0
2017-08-08,0.079,0.31,9962000.0
2017-08-09,0.079,0.31,9933000.0
2017-08-10,0.215,0.314,9920000.0
2017-08-11,0.183,0.31,9906000.0
2017-08-12,0.153,0.31,9884000.0
2017-08-13,0.372,0.313,9878000.0
2017-08-14,0.198,0.31,9857000.0
2017-08-15,0.181,0.312,9836000.0
2017-08-16,0.279,0.31,9824000.0
2017-08-17,0.198,0.31,9808000.0
2017-08-18,0.603,0.314,9807000.0
2017-08-19,0.527,0.317,9820000.0
2017-08-20,0.454,0.31,9820000.0
2017-08-21,0.353,0.312,9815000.0
2017-08-22,0.299,0.31,9804000.0
2017-08-23,0.257,0.31,9786000.0
2017-08-24,0.223,0.305,9767000.0
2017-08-25,0.216,0.31,9748000.0
2017-08-26,0.456,0.311,9743000.0
2017-08-27,0.266,0.31,9728000.0
2017-08-28,0.224,0.315,9711000.0
2017-08-29,0.196,0.301,9690000.0
2017-08-30,0.181,0.302,9666000.0
2017-08-31,0.258,0.31,9652000.0
2017-09-01,0.206,0.31,9632000.0
2017-09-02,0.18,0.31,9609000.0
2017-09-03,0.171,0.31,9586000.0
2017-09-04,0.164,0.31,9561000.0
2017-09-05,0.154,0.31,9535000.0
2017-09-06,0.143,0.31,9511000.0
2017-09-07,0.135,0.31,9483000.0
2017-09-08,0.204,0.312,9457000.0
2017-09-09,1.11,0.31,9496000.0
2017-09-10,0.673,0.31,9520000.0
2017-09-11,0.682,0.31,9538000.0
2017-09-12,0.592,0.31,9550000.0
2017-09-13,0.684,0.311,9567000.0
2017-09-14,0.968,0.316,9596000.0
2017-09-15,1.61,0.31,9657000.0
2017-09-16,1.58,0.31,9727000.0
2017-09-17,1.2,0.31,9788000.0
2017-09-18,1.02,0.31,9835000.0
2017-09-19,0.917,0.31,9872000.0
2017-09-20,0.791,0.31,9899000.0
2017-09-21,0.688,0.31,9916000.0
2017-09-22,0.615,0.31,9926000.0
2017-09-23,0.555,0.31,9935000.0
2017-09-24,0.497,0.31,9940000.0
2017-09-25,0.452,0.31,9933000.0
2017-09-26,0.408,0.31,9925000.0
2017-09-27,0.367,0.31,9918000.0
2017-09-28,0.335,0.31,9908000.0
2017-09-29,0.307,0.31,9892000.0
2017-09-30,0.577,0.312,9894000.0
2017-10-01,0.44,0.31,9902000.0
2017-10-02,0.353,0.31,9891000.0
2017-10-03,0.429,0.314,9890000.0
2017-10-04,0.357,0.31,9881000.0
2017-10-05,0.409,0.31,9875000.0
2017-10-06,0.487,0.311,9875000.0
2017-10-07,0.485,0.293,9880000.0
2017-10-08,0.982,0.321,9895000.0
2017-10-09,1.18,0.33,9938000.0
2017-10-10,1.39,0.315,9995000.0
2017-10-11,1.13,0.31,10046000.0
2017-10-12,0.979,0.31,10088000.0
2017-10-13,0.841,0.31,10117000.0
2017-10-14,0.731,0.31,10140000.0
2017-10-15,0.651,0.31,10153000.0
2017-10-16,0.586,0.316,10164000.0
2017-10-17,0.533,0.37,10170000.0
2017-10-18,0.494,0.409,10158000.0
2017-10-19,0.459,0.41,10148000.0
2017-10-20,0.434,0.41,10139000.0
2017-10-21,0.408,0.41,10123000.0
2017-10-22,0.517,0.404,10119000.0
2017-10-23,0.469,0.41,10112000.0
2017-10-24,0.401,0.41,10097000.0
2017-10-25,0.4,0.406,10085000.0
2017-10-26,0.38,0.41,10066000.0
2017-10-27,0.417,0.458,10053000.0
2017-10-28,0.396,0.48,10030000.0
2017-10-29,0.714,0.491,10027000.0
2017-10-30,0.649,0.49,10022000.0
2017-10-31,0.646,0.49,10020000.0
2017-11-01,0.635,0.49,10016000.0
2017-11-02,0.604,0.492,10006000.0
2017-11-03,0.567,0.503,9998000.0
2017-11-04,0.541,0.507,9990000.0
2017-11-05,0.688,0.49,9988000.0
2017-11-06,0.563,0.49,9979000.0
2017-11-07,0.508,0.49,9965000.0
2017-11-08,0.528,0.49,9950000.0
2017-11-09,0.535,0.49,9940000.0
2017-11-10,0.622,0.49,9930000.0
2017-11-11,0.718,0.49,9930000.0
2017-11-12,0.898,0.505,9943000.0
2017-11-13,1.27,0.515,9974000.0
2017-11-14,1.74,0.58,10019000.0
2017-11-15,1.84,0.615,10072000.0
2017-11-16,1.7,0.603,10119000.0
2017-11-17,1.16,0.59,10153000.0
2017-11-18,0.998,0.59,10176000.0
2017-11-19,0.961,0.59,10196000.0
2017-11-20,0.873,0.591,10202000.0
2017-11-21,1.09,0.59,10223000.0
2017-11-22,1.01,0.59,10239000.0
2017-11-23,1.06,0.59,10260000.0
2017-11-24,1.39,0.594,10289000.0
2017-11-25,1.15,0.59,10325000.0
2017-11-26,1.08,0.59,10349000.0
2017-11-27,1.87,0.602,10382000.0
2017-11-28,4.35,0.751,10533000.0
2017-11-29,4.88,0.815,10774000.0
2017-11-30,3.81,0.918,10974000.0
2017-12-01,2.94,1.02,11094000.0
2017-12-02,2.25,1.02,11162000.0
2017-12-03,1.73,1.02,11193000.0
2017-12-04,1.37,1.02,11207000.0
2017-12-05,1.22,1.02,11210000.0
2017-12-06,1.1,1.02,11202000.0
2017-12-07,1.21,1.02,11193000.0
2017-12-08,2.09,1.02,11228000.0
2017-12-09,2.12,1.02,11267000.0
2017-12-10,2.25,1.02,11322000.0
2017-12-11,2.59,1.02,11391000.0
2017-12-12,2.95,1.03,11481000.0
2017-12-13,3.19,1.04,11590000.0
2017-12-14,4.13,1.05,11772000.0
2017-12-15,3.94,1.57,11967000.0
2017-12-16,3.31,1.99,12055000.0
2017-12-17,2.73,1.96,12085000.0
2017-12-18,2.42,1.96,12080000.0
2017-12-19,2.59,1.96,12080000.0
2017-12-20,3.22,1.96,12108000.0
2017-12-21,3.98,1.96,12195000.0
2017-12-22,5.22,1.97,12356000.0
2017-12-23,5.83,1.99,12577000.0
2017-12-24,5.26,2.0,12773000.0
2017-12-25,4.16,2.0,12887000.0
2017-12-26,3.55,2.02,12948000.0
2017-12-27,3.02,2.05,12970000.0
2017-12-28,2.74,2.05,12962000.0
2017-12-29,2.44,2.05,12927000.0
2017-12-30,2.98,2.05,12905000.0
2017-12-31,4.78,2.28,12980000.0
